snapshot_date,snapshot_time,snapshot_time_zone,spotify_snapshot_id,playlist_name,followers_count,playlist_tracks_count,track_id,track_name,track_rank_in_playlist,track_added_on,track_spotify_popularity,track_duration_ms,album_name,album_id,album_type,album_release_date,tracks_in_album,main_artist,main_artist_id,artist_genre,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,26,2022-03-15,90,153750,Una Noche en Medellín,455Vc66bPFRI5D0zDEDn46,single,2022-01-21,1,Cris Mj,1Yj5Xey7kTwvZla8sqdsdE,mambo chileno,0.87,0.548,4.6e-05,0.0534,-5.253,0.077,96.018
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,3IAfUEeaXRX9s9UdKOJrFI,Envolver,27,2022-03-15,86,193805,Envolver,6UsualeqgzPnb8cfaQ5nL7,single,2021-11-11,1,Anitta,7FNnA9vBm6EKceENgCGRMb,funk carioca,0.813,0.733,0.00186,0.0909,-5.417,0.0847,91.988
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,46HNZY1i7O6jwTA7Slo2PI,My Universe,28,2022-03-15,88,226198,Music Of The Spheres,06mXfvDsRZNfnsGZvX2zpb,album,2021-10-15,12,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,permanent wave,0.573,0.711,0,0.328,-6.268,0.0406,105.006
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),29,2022-03-15,95,207301,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4589OIFRZp41qbsp7TWFCx,single,2021-10-05,1,Tainy,0GM7qgcRCORpGnfcN2tCiB,latin,0.639,0.703,1.78e-06,0.0865,-6.33,0.0794,169.888
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,52xJxFP6TqMuO4Yt0eOkMz,We Don't Talk About Bruno,30,2022-03-15,96,216120,Encanto (Original Motion Picture Soundtrack),25L8ck3KGcmCo3901ztPzR,album,2021-11-19,44,Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N,hollywood,0.577,0.45,0,0.111,-8.516,0.0834,205.863
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,31,2022-03-15,93,240400,I Love You.,4xkM0BwLM9H2IUcbYzpcBI,album,2013-04-19,11,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,modern alternative rock,0.612,0.807,0.0177,0.101,-2.81,0.0336,124.053
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,20on25jryn53hWghthWWW3,Do It To It,32,2022-03-15,95,157890,Do It To It,58cd90Jkrovggh556JPN9L,single,2021-08-20,1,ACRAZE,4pnp4w9g30yLfVIAFnZMRd,,0.854,0.806,0.0542,0.0703,-8.262,0.0886,124.927
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,33,2022-03-15,94,200040,After Hours,4yP0hdKOZPNshxUOjY0cZj,album,2020-03-20,14,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,0.514,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,2eAvDnpXP5W0cVtiI0PUxV,Dandelions,34,2022-03-15,93,233720,Safe Haven,6FgtuX3PtiB5civjHYhc52,album,2017-05-05,12,Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,alt z,0.609,0.692,0,0.0864,-2.958,0.0259,116.959
2022-03-15,23:45:44,UTC,NzAwNjc0MDUwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=,Top 50 - Global,16611181,50,2JPLbjOn0wPCngEot2STUS,Yonaguni,35,2022-03-15,95,206710,Yonaguni,6VSOIs13DaSG2IPilNviX5,single,2021-06-04,1,Bad Bunny,4q3ewBCX7sLwd24euuV69X,latin,0.644,0.648,0,0.135,-4.601,0.118,179.951
